Slekt	Art	PopulærnavnBokmål	PopulærnavnNynorsk
Pedicularis	dasyantha	ullmyrklegg	ullmyrklegg
Pedicularis	kanei	ullmyrklegg	ullmyrklegg
Pedicularis	lanata	ullmyrklegg	ullmyrklegg
Pedicularis	lanata	ullmyrklegg	ullmyrklegg
Ranunculus	illyricus	ullsoleie	ullsoleie
Gnaphalium	arvense	ullurt	ullurt
Logfia	arvensis	ullurt	ullurt
Gifola	arvensis	ullurt	ullurt
Filago	arvensis	ullurt	ullurt
Gifola	montana	ullurt	ullurt
Filago	montana	ullurt	ullurt
Gnaphalium	montanum	ullurt	ullurt
Salix	lanata	ullvier	ullvier
Syringa	josikaea	ungarsk syrin	ungarsk syrin
Syringa	josikeaea	ungarsk syrin	ungarsk syrin
Syringa	joskiaea	ungarsk syrin	ungarsk syrin
Vicia	pannonica	ungarskvikke	ungarskvikke
Grimmia	contorta	urknausing	urknausing
Dicranum	contortum	urknausing	urknausing
Grimmia	hagenii	urknausing	urknausing
Grimmia	incurva	urknausing	urknausing
Grimmia	incurva	urknausing	urknausing
Grimmia	uncinata	urknausing	urknausing
Seligeria	patula	urneblygmose	urneblygmose
Seligeria	tristichoides	urneblygmose	urneblygmose
Ulota	crispa	urnegullhette 	urnegullhette 
Ulota	crispa	urnegullhette 	urnegullhette 
Ulota	crispula	urnegullhette 	urnegullhette 
Orthotrichum	Orthotrichum crispulum	urnegullhette 	urnegullhette 
Ulota	ulophylla	urnegullhette 	urnegullhette 
Weissia	Weissia crispula	urnegullhette 	urnegullhette 
Papaver	nordhagenianum	urvalmue	urvalmue
Papaver	nudicaule	urvalmue	urvalmue
Papaver	radicatum	urvalmue	urvalmue
Papaver	radicatum	urvalmue	urvalmue
Papaver	relictum	urvalmue	urvalmue
Phyteuma	spicatum	vadderot	vadderot
Isatis	tinctoria	vaid	vaid
Phymatolithon	polymorphum	valkrugl	valkrugl
Phymatolithon	purpureum	valkrugl	valkrugl
Juglans	regia	valnøtt	valnøtt
Symphytum	officinale	valurt	valurt
Symphytum	peregrinum	valurt	valurt
Veronica	peregrina	vandreveronika	vandreveronika
Monotropa	hypopitys	vaniljerot	vaniljerot
Hypopitys	monotropa	vaniljerot	vaniljerot
Porphyra	umbilicalis	vanlig fjærehinne	vanleg fjørehinne
Cladophora	rupestris	vanlig grønndusk	vanleg grøndusk
Monostroma	grevillei	vanlig grønnhinne	vanleg grønhinne
Pterothamnion	plumula	vanlig havdun	vanleg havdun
Antithamnion	plumula	vanlig havdun	vanleg havdun
Chara	globularis	vanlig kransalge	vanleg kransalge
Ceramium	rubrum	vanlig rekeklo	vanleg rekeklo
Ceramium	virgatum	vanlig rekeklo	vanleg rekeklo
Lomentaria	clavellosa	vanlig rosenrør	vanleg rosenrøyr
Primula	stricta	vanlig smalnøkleblom	vanleg smalnøkleblom
Primula	stricta	vanlig smalnøkleblom	vanleg smalnøkleblom
Hydrodictyon	reticulatum	vann-nett	vassnett
Citrullus	lanatus	vannmelon	vassmelon
Citrullus	vulgaris	vannmelon	vassmelon
Rumex	aquaticus	varangerhøymol	varangerhøymole
Rumex	protractus	varangerhøymol	varangerhøymole
Potentilla	varangerensis	varangermure	varangermure
Poa	arctica	varangerrapp	varangerrapp
Luzula	arcuata	vardefrytle	vardefrytle
Luzula	arcuata	vardefrytle	vardefrytle
Luzula	confusa	vardefrytle	vardefrytle
Luzula	confusa	vardefrytle	vardefrytle
Grimmia	bifrons	vardeknausing	vardeknausing
Guembelia	donniana	vardeknausing	vardeknausing
Grimmia	donniana	vardeknausing	vardeknausing
Grimmia	donniana	vardeknausing	vardeknausing
Grimmia	donniana	vardeknausing	vardeknausing
Dryptodon	donnianus	vardeknausing	vardeknausing
Grimmia	obtusa	vardeknausing	vardeknausing
Dryptodon	obtusus	vardeknausing	vardeknausing
Grimmia	orbicularis	vardeknausing	vardeknausing
Grimmia	sudetica	vardeknausing	vardeknausing
Grimmia	ungeri	vardeknausing	vardeknausing
Stratiotes	aloides	vassaloe	vassaloe
Stellaria	media	vassarve	vassarve
Alsine	media	vassarve	vassarve
Hottonia	palustris	vassblink	
Scrophularia	auriculata	vassbrunrot	vassbrunrot
Riccia	canaliculata	vassgaffelmose	vassgaffelmose
Riccia	fluitans	vassgaffelmose	vassgaffelmose
Riccia	fluitans	vassgaffelmose	vassgaffelmose
Alisma	plantago	vassgro	vassgro
Alisma	plantago-aquatica	vassgro	vassgro
Alisma	plantago-aquatica	vassgro	vassgro
Alisma	plantago-aquatica	vassgro	vassgro
Isothecium	holtii	vasshalemose	vasshalemose
Isothecium	myosuroides	vasshalemose	vasshalemose
Isothecium	myurum	vasshalemose	vasshalemose
Rumex	aquaticus	vasshøymol	vasshøymole
Rorippa	amphibia	vasskarse	vasskarse
Radicula	amphibia	vasskarse	vasskarse
Sisymbrium	amphibium	vasskarse	vasskarse
Nasturtium	amphibium	vasskarse	vasskarse
Berula	angustifolia	vasskjeks	vasskjeks
Sium	angustifolium	vasskjeks	vasskjeks
Berula	erecta	vasskjeks	vasskjeks
Sium	erectum	vasskjeks	vasskjeks
Zannichellia	komarovii	vasskrans	vasskrans
Zannichellia	palustris	vasskrans	vasskrans
Peplis	portula	vasskryp	vasskryp
Lythrum	portula	vasskryp	vasskryp
Persicaria	amphibia	vasslirekne	vasslirekne
Persicaria	amphibia	vasslirekne	vasslirekne
Polygonum	amphibium	vasslirekne	vasslirekne
Polygonum	amphibium	vasslirekne	vasslirekne
Mentha	aquatica	vassmynte	vassmynte
Mentha	hirsuta	vassmynte	vassmynte
Harpidium	berggrenii	vassnøkkemose	vassnykkemose
Drepanocladus	berggrenii	vassnøkkemose	vassnykkemose
Campylium	brachycarpum	vassnøkkemose	vassnykkemose
Harpidium	exannulatum	vassnøkkemose	vassnykkemose
Drepanocladus	exannulatus	vassnøkkemose	vassnykkemose
Warnstorfia	fluitans	vassnøkkemose	vassnykkemose
Warnstorfia	fluitans	vassnøkkemose	vassnykkemose
Warnstorfia	fluitans	vassnøkkemose	vassnykkemose
Stereodon	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Hypnum	fluitans	vassnøkkemose	vassnykkemose
Harpidium	fluitans	vassnøkkemose	vassnykkemose
Harpidium	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Drepanocladus	fluitans	vassnøkkemose	vassnykkemose
Amblystegium	fluitans	vassnøkkemose	vassnykkemose
Amblystegium	fluitans	vassnøkkemose	vassnykkemose
Amblystegium	fluitans	vassnøkkemose	vassnykkemose
Amblystegium	fluitans	vassnøkkemose	vassnykkemose
Warnstorfia	h-schulzei	vassnøkkemose	vassnykkemose
Drepanocladus	h-schulzei	vassnøkkemose	vassnykkemose
Drepanocladus	kurilensis	vassnøkkemose	vassnykkemose
Drepanocladus	schulzei	vassnøkkemose	vassnykkemose
Polygonum	hydropiper	vasspepper	vasspepar
Persicaria	hydropiper	vasspepper	vasspepar
Helodea	canadensis	vasspest	vasspest
Elodea	canadensis	vasspest	vasspest
Alopecurus	aequalis	vassreverumpe	vassreverumpe
Arundo	calamagrostis	vassrørkvein	vassrøyrkvein
Calamagrostis	canescens	vassrørkvein	vassrøyrkvein
Agrostis	canescens	vassrørkvein	vassrøyrkvein
Calamagrostis	lanceolata	vassrørkvein	vassrøyrkvein
Lastrea	cristata	vasstelg	vasstelg
Dryopteris	cristata	vasstelg	vasstelg
Polystichum	cristatum	vasstelg	vasstelg
Polypodium	cristatum	vasstelg	vasstelg
Aspidium	cristatum	vasstelg	vasstelg
Sphagnum	bohemicum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	cuspidatum	vasstorvmose	vasstorvmose
Sphagnum	hypnoides	vasstorvmose	vasstorvmose
Sphagnum	ikongense	vasstorvmose	vasstorvmose
Sphagnum	intermedium	vasstorvmose	vasstorvmose
Sphagnum	laxifolium	vasstorvmose	vasstorvmose
Sphagnum	laxifolium	vasstorvmose	vasstorvmose
Sphagnum	monocladum	vasstorvmose	vasstorvmose
Sphagnum	plumosum	vasstorvmose	vasstorvmose
Sphagnum	schliephackei	vasstorvmose	vasstorvmose
Sphagnum	variabile	vasstorvmose	vasstorvmose
Sphagnum	variabile	vasstorvmose	vasstorvmose
Marchantia	aquatica	vasstvare	
Marchantia	polymorpha	vasstvare	
Marchantia	polymorpha	vasstvare	
Veronica	anagallis	vassveronika	vassveronika
Veronica	anagallis-aquatica	vassveronika	vassveronika
Ononis	spinosa	vedbeinurt	vedbeinurt
Galium	normani	vegamaure	vegamaure
Galium	normanii	vegamaure	vegamaure
Galium	pumilum	vegamaure	vegamaure
Galium	pumilum	vegamaure	vegamaure
Pogonatum	himalayanum	vegkrukkemose	vegkrukkemose
Polytrichum	urnigerum	vegkrukkemose	vegkrukkemose
Polytrichum	urnigerum	vegkrukkemose	vegkrukkemose
Polytrichum	urnigerum	vegkrukkemose	vegkrukkemose
Pogonatum	urnigerum	vegkrukkemose	vegkrukkemose
Pogonatum	urnigerum	vegkrukkemose	vegkrukkemose
Pogonatum	urnigerum	vegkrukkemose	vegkrukkemose
Barbula	adriatica	vegkurlemose	vegkurlemose
Barbula	brevifolia	vegkurlemose	vegkurlemose
Tortula	fallax	vegkurlemose	vegkurlemose
Didymodon	fallax	vegkurlemose	vegkurlemose
Didymodon	fallax	vegkurlemose	vegkurlemose
Didymodon	fallax	vegkurlemose	vegkurlemose
Didymodon	fallax	vegkurlemose	vegkurlemose
Barbula	fallax	vegkurlemose	vegkurlemose
Barbula	fallax	vegkurlemose	vegkurlemose
Barbula	fallax	vegkurlemose	vegkurlemose
Barbula	fallax	vegkurlemose	vegkurlemose
Barbula	gracilis	vegkurlemose	vegkurlemose
Tortula	imberbis	vegkurlemose	vegkurlemose
Webera	bicolor	vegnikke	vegnikke
Bryum	bicolor	vegnikke	vegnikke
Bryum	montanum	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Webera	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Pohlia	nutans	vegnikke	vegnikke
Mnium	nutans	vegnikke	vegnikke
Lamprophyllum	nutans	vegnikke	vegnikke
Hypnum	nutans	vegnikke	vegnikke
Bryum	nutans	vegnikke	vegnikke
Pseudobryum	ramannii	vegnikke	vegnikke
Barbula	apiculata	vegskruemose	vegskruemose
Bryum	aristatum	vegskruemose	vegskruemose
Dialytrichia	canariensis	vegskruemose	vegskruemose
Barbula	cuspidata	vegskruemose	vegskruemose
Barbula	fastigiata	vegskruemose	vegskruemose
Barbula	indigens	vegskruemose	vegskruemose
Barbula	lanceolata	vegskruemose	vegskruemose
Barbula	microcarpa	vegskruemose	vegskruemose
Barbula	nervosa	vegskruemose	vegskruemose
Tortula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Barbula	unguiculata	vegskruemose	vegskruemose
Orthopus	brevifolius	vegsåtemose	vegsåtemose
Campylopus	brevifolius	vegsåtemose	vegsåtemose
Orthopus	subulatus	vegsåtemose	vegsåtemose
Campylopus	subulatus	vegsåtemose	vegsåtemose
Cerastium	glomeratum	veiarve	vegarve
Cerastium	viscosum	veiarve	vegarve
Cerastium	vulgatum	veiarve	vegarve
Serrafalcus	commutatus	veifaks	vegfaks
Bromus	commutatus	veifaks	vegfaks
Crepis	biennis	veihaukeskjegg	veghaukeskjegg
Nasturtium	silvestre	veikarse	vegkarse
Rorippa	silvestris	veikarse	vegkarse
Nasturtium	sylvestre	veikarse	vegkarse
Rorippa	sylvestris	veikarse	vegkarse
Radicula	sylvestris	veikarse	vegkarse
Carex	disperma	veikstarr	veikstorr
Carex	tenella	veikstarr	veikstorr
Veronica	scutellata	veikveronika	veikveronika
Aremonia	agrimonioides	veimåne	vegmåne
Agrimonia	agrimonioides	veimåne	vegmåne
Oenothera	hoelscheri	veinattlys	vegnattlys
Poa	annua	veirapp	vegrapp
Poa	supina	veirapp	vegrapp
Draba	nemorosa	veirublom	vegrublom
Festuca	nigrescens	veirødsvingel	vegraudsvingel
Festuca	rubra	veirødsvingel	vegraudsvingel
Festuca	rubra	veirødsvingel	vegraudsvingel
Sisymbrium	officinale	veisennep	vegsennep
Chamaeplium	officinale	veisennep	vegsennep
Hieracium	ambiguum	veisveve	vegsvæve
Pilosella	glomerata	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	glomeratum	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Hieracium	vacillans	veisveve	vegsvæve
Abies	veitchii	veitchedelgran	veitchedelgran
Lotus	corniculatus	veitiriltunge	vegtiriltunge
Lotus	sativus	veitiriltunge	vegtiriltunge
Cirsium	lanceolatum	veitistel	vegtistel
Cirsium	vulgare	veitistel	vegtistel
Papaver	dubium	veivalmue	vegvalmue
Euphorbia	esula	veivortemelk	vegvortemjølk
Galearia	resupinata	vendekløver	vendekløver
Trifolium	resupinatum	vendekløver	vendekløver
Valeriana	officinalis	vendelrot	vendelrot
Valeriana	sambucifolia	vendelrot	vendelrot
Scandix	pecten-veneris	venuskam	venuskam
Specularia	speculum-veneris	venusspeil	venusspegel
Legousia	speculum-veneris	venusspeil	venusspegel
Tsuga	heterophylla	vestamerikansk hemlokk	vestamerikansk hemlokk
Dryopteris	affinis	vestlandsraggtelg	vestlandsraggtelg
Dryopteris	affinis	vestlandsraggtelg	vestlandsraggtelg
Vicia	orobus	vestlandsvikke	vestlandsvikke
Orobus	silvaticus	vestlandsvikke	vestlandsvikke
Orobus	sylvaticus	vestlandsvikke	vestlandsvikke
Cephaloziella	arctogena	viddepistremose	viddepistremose
Symphyotrichum	×salignum	vierasters	vierasters
Aster	×salignus	vierasters	vierasters
Aster	salicifolius	vierasters	vierasters
Symphyotrichum	salignum	vierasters	vierasters
Aster	salignus	vierasters	vierasters
Symphyotrichum	x salignum	vierasters	vierasters
Aster	x salignus	vierasters	vierasters
Symphyotrichum	xsalignum	vierasters	vierasters
Cytisus	elongatus	viergyvel	viergyvel
Chamaecytisus	glaber	viergyvel	viergyvel
Hydrangea	arborescens	vierhortensia	vierhortensia
Brachythecium	actum	vierlundmose	vierlundmose
Hypnum	acutum	vierlundmose	vierlundmose
Hypnum	mildeanum	vierlundmose	vierlundmose
Brachythecium	mildeanum	vierlundmose	vierlundmose
Brachythecium	mildeanum	vierlundmose	vierlundmose
Brachythecium	udum	vierlundmose	vierlundmose
Persicaria	decipiens	vierslirekne	vierslirekne
Persicaria	salicifolia	vierslirekne	vierslirekne
Polygonum	salicifolium	vierslirekne	vierslirekne
Oncophorus	elongatus	viersprikemose	viersprikemose
Oncophorus	virens	viersprikemose	viersprikemose
Carex	×grahamii	vierstarr	vierstorr
Carex	×stenolepis	vierstarr	vierstorr
Carex	grahamii	vierstarr	vierstorr
Carex	stenolepis	vierstarr	vierstorr
Carex	vesicaria	vierstarr	vierstorr
Carex	x grahamii	vierstarr	vierstorr
Carex	x stenolepis	vierstarr	vierstorr
Carex	xgrahamii	vierstarr	vierstorr
Carex	xstenolepis	vierstarr	vierstorr
Lycopodium	complanatum	viftejamne	viftejamne
Diphasium	complanatum	viftejamne	viftejamne
Diphasiastrum	complanatum	viftejamne	viftejamne
Chaetomorpha	ligustica	viklesnøre	viklesnøre
Chaetomorpha	mediterranea	viklesnøre	viklesnøre
Origanum	vulgare	vill bergmynte	vill bergmynte
Rosa	cinnamomea	vill kanelrose	vill kanelrose
Rosa	majalis	vill kanelrose	vill kanelrose
Pilosella	aurantiaca	vill rødsveve	vill raudsvæve
Hieracium	aurantiacum	vill rødsveve	vill raudsvæve
Hieracium	aurantiacum	vill rødsveve	vill raudsvæve
Hieracium	aurantiacum	vill rødsveve	vill raudsvæve
Hieracium	scandicum	vill rødsveve	vill raudsvæve
Linum	catharticum	vill-lin	vill-lin
Allium	oleraceum	vill-løk	vill-lauk
Sorghum	halepense	villdurra	villdurra
Andropogon	halepense	villdurra	villdurra
Holcus	halepensis	villdurra	villdurra
Andropogon	sorghum	villdurra	villdurra
Malus	communis	villeple	villeple
Malus	communis	villeple	villeple
Pyrus	malus	villeple	villeple
Pyrus	malus	villeple	villeple
Pyrus	malus	villeple	villeple
Pyrus	malus	villeple	villeple
Pirus	malus	villeple	villeple
Pirus	malus	villeple	villeple
Malus	silvestris	villeple	villeple
Malus	sylvestris	villeple	villeple
Daucus	carota	villgulrot	villgulrot
Thelycrania	sanguinea	villkornell	villkornell
Swida	sanguinea	villkornell	villkornell
Cornus	sanguinea	villkornell	villkornell
Rubia	peregrina	villkrapp	villkrapp
Pastinaca	sativa	villpastinakk	villpastinakk
Pastinaca	sativa	villpastinakk	villpastinakk
Pastinaca	sativa	villpastinakk	villpastinakk
Pastinaca	sativa	villpastinakk	villpastinakk
Pastinaca	sativa	villpastinakk	villpastinakk
Pastinaca	sativa	villpastinakk	villpastinakk
Raphanus	raphanistrum	villreddik	villreddik
Ribes	spicatum	villrips	villrips
Senna	marilandica	villsenna	villsenna
Cassia	marilandica	villsenna	villsenna
Senna	marylandica	villsenna	villsenna
Cassia	marylandica	villsenna	villsenna
Phleum	nodosum	villtimotei	villtimotei
Phleum	pratense	villtimotei	villtimotei
Phleum	pratense	villtimotei	villtimotei
Tulipa	silvestris	villtulipan	villtulipan
Tulipa	sylvestris	villtulipan	villtulipan
Parthenocissus	inserens	villvin	villvin
Parthenocissus	inserta	villvin	villvin
Parthenocissus	quinquefolia	villvin	villvin
Parthenocissus	vitacea	villvin	villvin
Rubus	phoenicolasius	vinbringebær	vinbringebær
Rapistrum	hispanicum	vindbukk	vindbukk
Rapistrum	orientale	vindbukk	vindbukk
Rapistrum	rugosum	vindbukk	vindbukk
Rapistrum	rugosum	vindbukk	vindbukk
Rapistrum	rugosum	vindbukk	vindbukk
Rapistrum	rugosum	vindbukk	vindbukk
Codonopsis	clematidea	vindelklokke	vindelklokke
Tiniaria	convolvolus	vindelslirekne	vindeslirekne
Polygonum	convolvolus	vindelslirekne	vindeslirekne
Helxine	convolvolus	vindelslirekne	vindeslirekne
Fallopia	convolvolus	vindelslirekne	vindeslirekne
Bilderdykia	convolvolus	vindelslirekne	vindeslirekne
Tiniaria	convolvulus	vindelslirekne	vindeslirekne
Polygonum	convolvulus	vindelslirekne	vindeslirekne
Helxine	convolvulus	vindelslirekne	vindeslirekne
Fallopia	convolvulus	vindelslirekne	vindeslirekne
Bilderdykia	convolvulus	vindelslirekne	vindeslirekne
Carex	nardina	vindskjeggstarr	vindskjeggstorr
Hieracium	onosmoides agg.	vingebergsvever	vengjebergsvæver
Thalictrum	delavayi	vingefrøstjerne	vengjefrøstjerne
Thalictrum	dipterocarpum	vingefrøstjerne	vengjefrøstjerne
Pterospartum	sagittale	vingeginst	vengjeginst
Chamaespartium	sagittale	vingeginst	vengjeginst
Genistella	sagittalis	vingeginst	vengjeginst
Genista	sagittalis	vingeginst	vengjeginst
Sphenolobus	dicksonii	vingemose	vengemose
Jungermannia	dicksonii	vingemose	vengemose
Diplophyllum	dicksonii	vingemose	vengemose
Jungermannia	ovata	vingemose	vengemose
Douinia	ovata	vingemose	vengemose
Diplophylleia	ovata	vingemose	vengemose
Diplophyllum	ovatum	vingemose	vengemose
Sphenolobus	ovatus	vingemose	vengemose
Hieracium	pedatifolium agg.	vingesalatsvever	vengjesalatsvæver
Silene	stricta	vingesmelle	vengjesmelle
Solanum	villosum	vingesøtvier	vengjesøtvier
Nicotiana	alata	vingetobakk	vengjetobakk
Alchemilla	filicaulis	vinmarikåpe	vinmarikåpe
Alchemilla	filicaulis	vinmarikåpe	vinmarikåpe
Alchemilla	vestita	vinmarikåpe	vinmarikåpe
Alchemilla	vulgaris	vinmarikåpe	vinmarikåpe
Alchemilla	vulgaris	vinmarikåpe	vinmarikåpe
Vitis	vinifera	vinranke	vinranke
Ruta	graveolens	vinrute	vinrute
Eranthis	hiemalis	vinterblom	vinterblom
Eranthis	hyemalis	vinterblom	vinterblom
Quercus	petraea	vintereik	vintereik
Quercus	robur	vintereik	vintereik
Quercus	sessiliflora	vintereik	vintereik
Quercus	sessilis	vintereik	vintereik
Pachysandra	terminalis	vinterglans	vinterglans
Erysimum	barbarea	vinterkarse	vinterkarse
Barbarea	lyrata	vinterkarse	vinterkarse
Barbarea	vulgaris	vinterkarse	vinterkarse
Ligustrum	ovalifolium	vinterliguster	vinterliguster
Cotoneaster	dammeri	vintermispel	vintermispel
Montia	perfoliata	vinterportulakk	vinterportulakk
Claytonia	perfoliata	vinterportulakk	vinterportulakk
Dryopteris	affinis	vinterraggtelg	vinterraggtelg
Lastrea	pseudomas	vinterraggtelg	vinterraggtelg
Dryopteris	pseudomas	vinterraggtelg	vinterraggtelg
Papaver	argemone	vinvalmue	vinvalmue
Papaver	hispidum	vinvalmue	vinvalmue
Papaver	hybridum	vinvalmue	vinvalmue
Papaver	siculum	vinvalmue	vinvalmue
Bryum	acutiusculum	vinvrangmose	vinvrangmose
Bryum	aeneum	vinvrangmose	vinvrangmose
Bryum	appendiculatum	vinvrangmose	vinvrangmose
Bryum	baldense	vinvrangmose	vinvrangmose
Bryum	betulinum	vinvrangmose	vinvrangmose
Bryum	catervarium	vinvrangmose	vinvrangmose
Bryum	dilatatum	vinvrangmose	vinvrangmose
Bryum	dubiosum	vinvrangmose	vinvrangmose
Bryum	fallaciosum	vinvrangmose	vinvrangmose
Bryum	fallax	vinvrangmose	vinvrangmose
Bryum	finmarckianum	vinvrangmose	vinvrangmose
Bryum	finmarckianum	vinvrangmose	vinvrangmose
Bryum	lindbergii	vinvrangmose	vinvrangmose
Bryum	lundstroemii	vinvrangmose	vinvrangmose
Bryum	lutescens	vinvrangmose	vinvrangmose
Bryum	oeneum	vinvrangmose	vinvrangmose
